class,sms
spam,"PKR 4,300.00 charged at BOOKKARU.COM as internet purchase, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 27-Aug-22 at 17:26 Balance: 2,488.56"
spam,"PKR 4,300.00 received from NAYUM HASEEB GORA SCB-01720548201 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 02-Sep-22 at 19:31 Bal: PKR 7,788.56"
spam,"PKR 4,500.00 received from POSTEX SERVICES PRIVATE LIMITE POSTEX SERVICES PRIVATE LIMITE ALFALAH-XXXXXX9068 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 12-Nov-23 at 17:39 Bal: PKR 82,422.58"
spam,"PKR 4,500.00 received from SALMAN JAMEEL KHAN JAZZCASH-XXXXXX7554 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 08-Jan-24 at 18:57"
spam,"PKR 4,500.00 sent to HASEEB HAMEED GORA UBL-XXXXXX3900 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 08-Jan-24 at 19:18 Fee: Rs.0"
spam,PKR 400.00 sent to AZAM KARIM KHAN NAYAPAY-XXXXXX7777 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 21-Jun-24 at 19:13 Fee: Rs.0 TID:941852
spam,"PKR 400.00 sent to EMAN IJAZ EASYPAISA-03335562293 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 29-Oct-23 at 14:14 Fee: Rs.0 Bal: PKR 66,502.58"
spam,"PKR 400.00 sent to FAREED UD DIN HAMMAD SADAPAY-XXXXXX3361 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 01-Dec-23 at 17:40 Fee: Rs.0 Bal: PKR 83,698.14"
spam,PKR 400.00 sent to HASEEB AHMAD SADAPAY-xxx8060 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 26-Mar-25 at 11:39 Fee: Rs.0 TID:652590 UAN 021111331331
spam,"PKR 400.00 sent to HUMAYON TANVEER JAZZCASH-XXXXXX8381 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 15-Nov-23 at 15:58 Fee: Rs.0 Bal: PKR 81,522.58"
spam,PKR 400.00 sent to SYED M HASSAN ADIL SADAPAY-xxx9206 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 20-Apr-25 at 20:32 Fee: Rs.0 TID:688182 UAN 021111331331
spam,"PKR 401.00 charged at LAYERS BAKESHOP for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 10-Jan-24 at 19:15"
spam,"PKR 401.00 charged at SHEZAN BAKRES  for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 16-Nov-23 at 17:55 Balance: 80,321.58"
spam,"PKR 411.00 charged at BASICS for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 06-Sep-24 at 19:07 TID:594757"
spam,"PKR 411.00 charged at BASICS for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 13-Apr-24 at 17:16 TID:231052"
spam,PKR 420.00 sent to ALAMGIR ALI JAZZCASH-XXXXXX2113 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 20-Jan-24 at 19:02 Fee: Rs.0.42
spam,PKR 420.00 sent to ARSALAN QASIM EASYPAISA-xxx3044 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 27-Jun-24 at 23:37 Fee: Rs.0 TID:323151
spam,"PKR 425.00 charged at JAHANGIR SONS for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 03-May-2025 at 21:31 TID:842183"
spam,PKR 440.00 sent to M ABDUL DIYAN MUNAWAR SADAPAY-xxx7141 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 02-Oct-24 at 15:28 Fee: Rs.0 TID:568769 UAN 021111331331
spam,PKR 440.00 sent to M IHSAN EASYPAISA-XXXXXX0832 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 27-May-24 at 07:22 Fee: Rs.0 TID:760525
spam,"PKR 45,000.00 received from MUHAMMAD SUDAIS ALI (MBL AC0258xxx5041) to your A/C xxx1093 on 23-Sep-24 at 12:37 TID:594317"
spam,"PKR 45,000.00 sent to MUHAMMAD ABUZER HUMAYON (MBL AC 1132xxx7911) from your A/C xxx1093 on 14-Sep-24 at 20:30 TID:867994"
spam,"PKR 450.00 received from ADAN HASEEB GORA UBL-1307229324279 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 28-Jan-23 at 22:24 Bal: PKR 11,322.06"
spam,PKR 450.00 RECEIVED FROM SEEMAL HASEEB GORA (ASAAN AC) (MBL AC0294xxxxxx2051) to your A/C xxxxxx1093 on 12-Jan-24 at 12:50
spam,"PKR 450.00 sent to AMMAD BILAL MCB-0805375861000580 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 28-Jan-23 at 14:11 Bal: PKR 10,872.06"
spam,"PKR 461.00 charged at CUREX PHARMACY for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 10-Jul-24 at 09:41 TID:410647"
spam,"PKR 470.00 sent to RAZIA SULTANA JAZZCASH-03037893338 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 14-May-23 at 09:54 Fee: Rs.0 Bal: PKR 6,906.04"
spam,"PKR 471.00 charged at BASICS for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 10-Jul-24 at 22:35 TID:430920"
spam,"PKR 485.70 charged at Google One as internet purchase, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 12-Apr-25 at 16:22 TID:031065"
spam,"PKR 5,000.00 received from HASEEB HAMEED GORA UBL-1307130701023900 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 02-Oct-23 at 21:49 Bal: PKR 66,372.58"
spam,"PKR 5,000.00 received from HASEEB HAMEED GORA UBL-1307130701023900 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 07-Aug-23 at 16:06 Bal: PKR 57,462.16"
spam,"PKR 5,000.00 received from HASEEB HAMEED GORA UBL-1307130701023900 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 11-Apr-23 at 14:21 Bal: PKR 10,952.04"
spam,"PKR 5,000.00 received from HASEEB HAMEED GORA UBL-xxx3900 to A/C xxx1093 of ZAFR ALI RD BR LHR on 17-Jan-25 at 15:31"
spam,"PKR 5,000.00 received from HASEEB HAMEED GORA/MALEEHA HAS MCB-0000000012992726 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 02-Sep-23 at 15:47 Bal: PKR 53,238.72"
spam,"PKR 5,000.00 received from SEEMAL HASEEB GORA (ASAAN AC) (MBL AC0294xxx2051) to your A/C xxxxxx1093 on 27-Jul-24 at 16:52 TID:683678"
spam,"PKR 5,000.00 sent to AL-KHIDMAT FOUNDATION PAKISTAN (MBL AC 0214xxx1151) from your A/C xxx1093 on 09-Apr-25 at 13:10 TID:790130 UAN 021111331331"
spam,"PKR 5,000.00 sent to M Zakria NAYAPAY-xxx2711 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 27-Jul-24 at 16:35 Fee: Rs.0 TID:525473"
spam,"PKR 5,800.00 sent to M TALHA IRFAN JAZZCASH-xxx3182 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 21-Feb-25 at 18:29 Fee: Rs.0 TID:985585 UAN 021111331331"
spam,"PKR 50,000.00 CASH DEPOSIT-LCY at ZAFR ALI RD BR LHR in A/C xxx1093 on 08-Apr-25 at 10:59"
spam,PKR 50.00 sent to NASEEB NAWAZ JAZZCASH-XXXXXX9117 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 24-Jan-24 at 14:33 Fee: Rs.0.05
spam,"PKR 500.00 charged at HASCOL DHA for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 06-Mar-24 at 15:57 TID:054164"
spam,"PKR 500.00 charged at HASCOL DHA for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 09-Sep-23 at 14:32 Balance: 69,615.28"
spam,"PKR 500.00 charged at HASCOL DHA for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 30-Jan-24 at 17:17"
spam,"PKR 500.00 charged at PSO FAISAL TOWN for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 12-Oct-23 at 08:35 Balance: 72,074.58"
spam,"PKR 500.00 charged at PSO FAISAL TOWN for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 13-Nov-23 at 11:42 Balance: 81,922.58"
spam,"PKR 500.00 charged at SHELL for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 09-Apr-25 at 14:01 TID:183121"
spam,"PKR 500.00 charged at SHELL for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 20-Aug-24 at 09:49 TID:756495"
spam,"PKR 500.00 charged at SHELL for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 04-Dec-23 at 12:44 Balance: 79,449.14"
spam,"PKR 500.00 charged at SHELL for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 04-Nov-24 at 16:19 TID:767198"
spam,"PKR 500.00 charged at SHELL for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 10-Feb-24 at 13:54"
spam,"PKR 500.00 charged at ZIC HTL for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 29-Oct-24 at 17:06 TID:486935"
spam,"PKR 500.00 charged at ZIC HTL for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 29-Oct-24 at 17:07 TID:498443"
spam,PKR 500.00 is credited as ER ZIC HTL in your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 31-Oct-24 at 12:44.
spam,"PKR 500.00 is debited as GOPB 492318099488760500 FROM MB from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 23-Jul-23 at 18:45 Bal: PKR 38,138.16"
spam,"PKR 500.00 received from ADAN HASEEB GORA ADAN HASEEB GORA FAYSAL-XXXXXX0241 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 18-Nov-23 at 11:23 Bal: PKR 78,298.14"
spam,PKR 500.00 received from MOIZ SAQIB 3076816078-XXXXXXXXXX to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 10-Jan-24 at 23:14
spam,PKR 500.00 RECEIVED FROM MUHAMMAD NAJEEB BUKSH (ASAAN AC) (MBL AC1135xxxxxx2697) to your A/C xxxxxx1093 on 10-Feb-24 at 19:08
spam,"PKR 500.00 RECEIVED FROM SEEMAL HASEEB GORA (ASAAN AC) MBL- 02940106702051 from your A/C xxxxxx1093 ZAFR ALI RD BR LHR on 13-Jun-23 at 12:38 Bal: PKR 28,761.60"
spam,"PKR 500.00 RECEIVED FROM SEEMAL HASEEB GORA (ASAAN AC) MBL- 02940106702051 to your A/C xxxxxx1093 ZAFR ALI RD BR LHR on 12-Dec-22 at 07:15 Bal: PKR 6,522.06"
spam,PKR 500.00 sent to A.Umer AC# PK49xxx7550 as RAAST payment from your AC# xxx1093 of ZAFR ALI RD BR LHR on 18-Mar-25 at 23:07 TID:807273 UAN 021111331331
spam,PKR 500.00 sent to FAREED UD DIN HAMMAD SADAPAY-xxx3361 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 19-Aug-24 at 14:47 Fee: Rs.0 TID:338311
spam,PKR 500.00 sent to FAREED UD DIN HAMMAD SADAPAY-xxx3361 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 24-Sep-24 at 15:26 Fee: Rs.0.50 TID:118785 UAN 021111331331
spam,"PKR 500.00 sent to HASEEB HAMEED GORA UBL-1307130701023900 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 20-Feb-23 at 07:57 Bal: PKR 6,251.74"
spam,PKR 500.00 sent to IRFAN FAREED EASYPAISA-XXXXXX6330 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 01-Jun-24 at 20:23 Fee: Rs.0 TID:693438
spam,PKR 500.00 sent to M ABDUL DIYAN MUNAWAR EASYPAISA-XXXXXX7141 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 04-May-24 at 14:31 Fee: Rs.0 TID:716899
spam,PKR 500.00 sent to M.ASIF AC# PK89xxx0065 as RAAST payment from your AC# xxx1093 of ZAFR ALI RD BR LHR on 07-Mar-25 at 05:12 TID:919152 UAN 021111331331
spam,PKR 500.00 sent to M.IJAZ AC# PK98xxx8084 as RAAST payment from your AC# xxx1093 of ZAFR ALI RD BR LHR on 11-Feb-25 at 21:28 TID:664470 UAN 021111331331
spam,"PKR 500.00 sent to NADIA TAHIR JAZZCASH-XXXXXX5123 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 04-Dec-23 at 06:25 Fee: Rs.0 Bal: PKR 79,949.14"
spam,PKR 500.00 sent to SHAH FARMAN EASYPAISA-XXXXXX5029 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 02-Jan-24 at 18:22 Fee: Rs.0
spam,"PKR 500.00 sent to T.CURE AC# PK......1836 as RAAST payment from your AC# xxxxxx1093 of ZAFR ALI RD BR LHR on 25-Dec-23 at 21:58 Bal: PKR 74,589.14"
spam,PKR 500.00 sent to ZAID MUSHTAQ HBL-XXXXXX7301 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 03-Jan-24 at 14:17 Fee: Rs.0
spam,"PKR 523.44 cash withdrawn from 1Link ATM from A/C xxxxxx1093 ZAFR ALI RD BR LHR on 05-Sep-23 at 11:48 Balance: PKR 50,215.28"
spam,"PKR 523.44 cash withdrawn from 1Link ATM from A/C xxxxxx1093 ZAFR ALI RD BR LHR on 06-Mar-23 at 12:07 Balance: PKR 7,952.04"
spam,PKR 550.00 received from ADAN HASEEB GORA UBL-xxx4279 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 14-Sep-24 at 18:08
spam,PKR 550.00 sent to AHMED RAZA JAZZCASH-XXXXXX0147 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 16-Feb-24 at 11:44 Fee: Rs.0 TID:711664
spam,PKR 550.00 sent to M ABDUL DIYAN MUNAWAR SADAPAY-XXXXXX7141 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 24-Jun-24 at 10:02 Fee: Rs.0 TID:180649
spam,PKR 550.00 sent to RIZWAN SHAFQAT JAZZCASH-xxx8785 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 14-Sep-24 at 17:46 Fee: Rs.0.55 TID:292798
spam,PKR 550.00 SENT TO SEEMAL HASEEB GORA (ASAAN AC) (MBL AC 0294xxxxxx2051) from your A/C xxxxxx1093 on 17-Feb-24 at 22:59 TID:362122
spam,"PKR 6,000.00 sent to M ASAD EASYPAISA-xxx7095 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 21-Jan-25 at 20:04 Fee: Rs.6.00 TID:292034 UAN 021111331331"
spam,"PKR 6,067.00 charged at THE CHEESE FACT for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 17-Nov-24 at 16:12 TID:366090"
spam,"PKR 6,200.00 received from NAYUM HASEEB GORA SCB-01720548201 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 27-Aug-22 at 17:21 Bal: PKR 6,788.56"
spam,"PKR 6,500.00 received from NAYUM HASEEB GORA ASAAN ACCOUN UBL-1307226505536 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 27-Oct-22 at 16:19 Bal: PKR 9,222.06"
spam,"PKR 6,500.00 sent to M ABDUL DIYAN MUNAWAR SADAPAY-xxx7141 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 11-Sep-24 at 15:18 Fee: Rs.0 TID:661792"
spam,"PKR 6,700.00 received from POSTEX SERVICES PRIVATE LIMITE ALFALAH-XXXXXX9068 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 01-Dec-23 at 11:37 Bal: PKR 84,098.14"
spam,PKR 60.00 sent to F.University AC# PK69xxx6587 as RAAST payment from your AC# xxx1093 of ZAFR ALI RD BR LHR on 05-May-2025 at 12:08 TID:536044 UAN 021111331331
spam,PKR 600.00 received from A.HASEEB AC# xxxPYMT PK80FAYS32323 as RAAST payment to your AC# 0106981093 of ZAFR ALI RD BR LHR on 03-May-2025 at 18:24
spam,"PKR 600.00 received from ADAN HASEEB GORA FAYSAL-3232301000000241 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 18-May-23 at 17:46 Bal: PKR 25,685.04"
spam,PKR 600.00 sent to HAMZA AZHAR BANK-xxxLAMI from your A/C xxx1093 of ZAFR ALI RD BR LHR on 06-Sep-24 at 17:29 Fee: Rs.0 TID:836325
spam,PKR 600.00 sent to HASHAM SAJID JAZZCASH-xxx0073 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 26-Aug-24 at 17:43 Fee: Rs.0 TID:753243
spam,PKR 600.00 sent to PROFESSIONAL SNOOKER ACADEMY ALFALAH-XXXXXX0163 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 23-Feb-24 at 19:56 Fee: Rs.0 TID:238157
spam,"PKR 600.00 sent to RASHID ALI EASYPAISA-XXXXXX3060 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 01-Dec-23 at 21:39 Fee: Rs.0 Bal: PKR 83,098.14"
spam,PKR 600.00 sent to ROHAAN KHAN SADAPAY-XXXXXX7554 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 21-Jan-24 at 10:21 Fee: Rs.0.60
spam,"PKR 62,187.00 is debited as UMT LAHORE 1246674 FROM MB from your A/C xxx1093 of ZAFR ALI RD BR LHR on 08-Aug-24 at 16:51 TID:416205"
spam,PKR 624.00 sent to M ZAID MUSHTAQ SADAPAY-xxx1327 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 31-Jan-25 at 17:24 Fee: Rs.0.62 TID:744359 UAN 021111331331
spam,"PKR 640.00 charged at MEER SWEETS  B for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 16-May-23 at 18:54 Balance: 26,085.04"
spam,"PKR 650.00 sent to ALI AHMED CHAUDHRY EASYPAISA-923034413361 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 02-Dec-22 at 12:05 Bal: PKR 6,022.06"
spam,PKR 650.00 sent to ARSAL BIN MANAN SADAPAY-XXXXXX6010 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 23-Feb-24 at 18:42 Fee: Rs.0 TID:291266
spam,PKR 650.00 sent to M ALI SHEHBAZ JAZZCASH-XXXXXX2524 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 05-Feb-24 at 11:03 Fee: Rs.0
spam,"PKR 652.00 charged at SWEET CREME for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 03-May-2025 at 18:19 TID:648891"
spam,"PKR 652.00 received from Mohammad Tayham Haseeb Gora EASYPAISA-923040317079 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 17-Sep-22 at 16:49 Bal: PKR 1,140.56"
spam,PKR 660.00 sent to M ABDUL DIYAN MUNAWAR SADAPAY-xxx7141 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 21-Sep-24 at 14:39 Fee: Rs.0.66 TID:496885 UAN 021111331331
spam,PKR 69.86 is credited as Unsett Visa Int GOOGLE TEMPORARY HO in your A/C xxx1093 of ZAFR ALI RD BR LHR on 09-Sep-24 at 12:26.
spam,"PKR 7,500.00 received from HAFIZ MUHAMMAD IBRAHIM GUL BUTT (MBL AC0257xxx1675) to your A/C xxx1093 on 19-Feb-25 at 15:18 TID:341582"
spam,"PKR 70,888.00 is debited as UMT LAHORE 1352185 FROM IB from your A/C xxx1093 of ZAFR ALI RD BR LHR on 14-Apr-25 at 18:09 TID:364922 UAN 021111331331"
spam,"PKR 70.00 charged at D WATSON for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 27-Jun-24 at 12:13 TID:791287"
spam,PKR 70.00 sent to A.SAMAD AC# PK......1321 as RAAST payment from your AC# xxxxxx1093 of ZAFR ALI RD BR LHR on 07-Nov-24 at 23:19 TID:371215 UAN 021111331331
spam,PKR 70.00 sent to SYED M HASSAN ADIL SADAPAY-XXXXXX9206 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 27-Feb-24 at 09:06 Fee: Rs.0 TID:344856
spam,"PKR 700.00 sent to ARSAL BIN MANAN SADAPAY-03208426010 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 02-Nov-23 at 13:39 Fee: Rs.0 Bal: PKR 65,222.58"
spam,"PKR 720.00 charged at SWEET CREME for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 17-Nov-24 at 16:47 TID:394731"
spam,PKR 720.00 sent to MUBASHIR AZIZ EASYPAISA-XXXXXX8536 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 23-Feb-24 at 22:02 Fee: Rs.0 TID:151314
spam,"PKR 75,000.00 received from HASEEB HAMEED GORA UBL-xxx3900 to A/C xxx1093 of ZAFR ALI RD BR LHR on 14-Apr-25 at 17:41"
spam,PKR 750.00 sent to ARSAL BIN MANAN SADAPAY-XXXXXX6010 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 22-Jan-24 at 14:40 Fee: Rs.0.75
spam,"PKR 785.00 charged at JALAL SONS for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 02-Oct-23 at 21:49 Balance: 61,372.58"
spam,"PKR 790.00 charged at OD for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 23-Oct-24 at 15:54 TID:907720"
spam,"PKR 8,000.00 received from NAYUM HASEEB GORA SCB-xxx8201 to A/C xxx1093 of ZAFR ALI RD BR LHR on 21-Oct-24 at 15:40"
spam,"PKR 8,000.00 sent to BOBBY HBL-xxx7903 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 09-Nov-24 at 17:42 Fee: Rs.0 TID:570290 UAN 021111331331"
spam,"PKR 8,006.00 charged at THE COFFEE BEAN for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 19-Jan-25 at 23:00 TID:022081"
spam,"PKR 8,500.00 is credited as ACCNT TRANSFER in your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 10-Nov-23 at 10:55. Bal: PKR 72,422.58"
spam,"PKR 80.09 charged at GOOGLE *TEMPORA as internet purchase, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 12-Jul-24 at 16:22 TID:886111"
spam,"PKR 800.00 received from ADAN HASEEB GORA FAYSAL-3232301000000241 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 12-Jan-23 at 15:53 Bal: PKR 11,322.06"
spam,PKR 800.00 received from ADAN HASEEB GORA UBL-xxx4279 to A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 23-Oct-24 at 19:38
spam,PKR 800.00 sent to ADAN HASEEB GORA UBL-XXXXXX4279 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 13-Jun-24 at 08:38 Fee: Rs.0 TID:516724
spam,PKR 800.00 sent to SHAHID IQBAL EASYPAISA-XXXXXX8807 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 06-Apr-24 at 16:36 Fee: Rs.0 .
spam,PKR 810.00 sent to RAJA EASYPAISA-XXXXXX2216 from your A/C xxxxxx1093 of ZAFR ALI RD BR LHR on 10-Mar-24 at 20:57 Fee: Rs.0 TID:811253
spam,PKR 820.00 RECEIVED FROM SEEMAL HASEEB GORA (ASAAN AC) (MBL AC0294xxxxxx2051) to your A/C xxxxxx1093 on 18-Apr-24 at 18:02 TID:690980
spam,"PKR 841.00 charged at BASICS for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 03-Nov-24 at 16:23 TID:276702"
spam,"PKR 881.00 charged at BASICS for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 30-Apr-2025 at 16:58 TID:014909"
spam,"PKR 891.00 charged at LAYERS BAKESHOP for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 14-Sep-24 at 22:05 TID:243110"
spam,"PKR 9,500.00 received from M Tayham Haseeb Gora EASYPAISA-xxx7079 to A/C xxx1093 of ZAFR ALI RD BR LHR on 28-Apr-2025 at 10:48"
spam,"PKR 9,500.00 sent to HASEEB HAMEED GORA UBL-xxx3900 from your A/C xxx1093 of ZAFR ALI RD BR LHR on 28-Apr-2025 at 10:49 Fee: Rs.0.86 TID:818781 UAN 021111331331"
spam,"PKR 900.00 charged at GREEN PLUS PHAR for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 23-Mar-25 at 00:37 TID:346624"
spam,PKR 900.00 sent to RASHID ALI (MBL AC 0254xxx9100) from your A/C xxx1093 on 19-Oct-24 at 15:06 TID:663064 UAN 021111331331
spam,"PKR 913.00 charged at CUREX PHARMACY for card used, from A/C xxxxxx1093 (ZAFR ALI RD BR LHR) on 10-Oct-23 at 14:37 Balance: 62,724.58"
spam,PKR 950.00 SENT TO SEEMAL HASEEB GORA (ASAAN AC) (MBL AC 0294xxxxxx2051) from your A/C xxxxxx1093 on 19-Mar-24 at 23:24 TID:829554
spam,"PKR 990.00 charged at MEER SWEETS  B for card used, from A/C xxx1093 (ZAFR ALI RD BR LHR) on 31-Jan-25 at 19:06 TID:963317"
spam,"Please do not respond to any Call/ SMS by disclosing your personal info. e.g. CNIC/ Account/ Debit/ Credit Card No., ATM PIN, OTP, ID, password or CVV, etc."
spam,Pray witr
spam,PSL dhamal ho ga Pakistan mein! PSL 8 k tamam matches k scores aur wicket alerts hasil krein cricwick se. Subscribe karain 5+tax/Day  http://bit.ly/3DiI2T
spam,PTA CMSâ€ a mobile App is available on Android (Google Play) and iOS (App store) for reporting any telecom related complaint to PTA.
spam,Punjab ka badshah kon? Abhi Zong TV pe jayen aur dekhain Multan Sultans aur Lahore Qalandars ka sansanikhez muqabula Myco per.Download https://bit.ly/3GToh5G
spam,Pury 2 Maheeny tak bilkul muft Islamic Dialtunes lagaty rahain
spam,Qalandari to hamesha se Badshahi ke muqabil ayi hai. Per kya is baar jeetay gi? Download Zong TV or dekho Lahore vs Karachi Myco per. https://bit.ly/3GToh5G
spam,Quetta Gladitors hungry to take the lead! Multan Sultans ready to defend! Download Zong TV and watch HBL PSL 9 on Myco.Download https://bit.ly/3GToh5G
spam,"Rain or shine, we ve got you covered this summer!"
spam,"Ramzan ki Sehr o Iftar deals! Shopping & Lifestyle Discounts, Health & Fitness tips payen Zong Bizstore per Abhi SUB likh kr reply kijye @Rs 1.19+t/d"
spam,Ramzan Shopping Hours 9:30AM-12AM (Midnight) 7 days a week
spam,Ramzan special! Free Islamic ZONG dialtunes
spam,"Realme 13+ 5G with Advanced D7300 5G Pocessor, 26GB+256GB Memory and 80W SUPERVOOC Charge. Pre-order from 18th November at Rs. 89,999 with free 12GB Zong Data."
spam,"realme C75 launches with IP69 Dust & Water Resistant, 6000 mAh Battery & 24GB RAM. Available from DEC 28th for Rs. 49,999 with free 12GB Zong Data"
spam,"Realme Note 50 4GB RAM/64GB ROM featuring 24-month warranty, 48-month flawless performance available now at only Rs 23,499 with Free 12GB Zong Data"
spam,Received
spam,"Received from  +923043487832 on 5/3/2025, 4:57:22â€¯PM"
spam,"Received from  +923052435275 on 4/19/2025, 9:34:02â€¯AM"
spam,"Received from  1st Step on 3/9/2025, 4:34:56â€¯PM"
spam,"Received from  BATIK. on 10/11/2024, 11:39:17â€¯AM"
spam,"Received from  BATIK. on 2/11/2025, 4:41:23â€¯PM"
spam,"Received from  Breakout on 1/18/2025, 11:10:45â€¯AM"
spam,"Received from  Breakout on 2/6/2025, 12:04:45â€¯PM"
spam,"Received from  COUGAR. on 1/11/2025, 11:24:57â€¯AM"
spam,"Received from  COUGAR. on 1/9/2025, 12:51:08â€¯PM"
spam,"Received from  DSG-ENERGY. on 3/18/2025, 10:41:48â€¯AM"
